,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,label
13456,0,0,0,0,0,0,1,1,0,1,1
13457,0,0,0,0,0,0,1,0,0,0,0
13458,0,0,0,0,0,0,1,0,0,0,0
13459,0,0,0,0,0,0,1,0,0,0,0
13460,0,0,0,0,0,0,0,1,0,0,0
13461,0,0,0,0,0,0,1,0,0,0,0
13462,0,0,0,0,0,0,1,0,0,0,0
13463,0,0,0,0,0,0,1,0,0,0,0
13464,0,0,0,0,0,0,1,0,0,0,0
13465,0,0,0,0,0,0,0,0,0,0,0
13466,0,0,0,0,0,0,1,1,0,0,0
13468,0,0,0,0,0,0,1,0,0,0,0
13470,0,0,0,0,0,0,0,0,0,0,0
13471,0,0,0,0,0,0,1,0,0,0,0
13472,0,0,0,0,0,0,0,0,0,1,0
13473,0,0,0,0,1,0,0,0,0,0,0
13474,0,0,1,0,0,0,1,1,0,0,0
13476,0,0,0,0,0,0,1,0,0,0,0
13477,0,0,0,0,0,0,1,0,0,0,0
13479,0,0,0,0,0,0,1,0,0,0,0
13480,0,0,0,0,0,0,1,0,0,0,0
13483,1,0,0,0,0,0,0,0,0,0,0
13484,0,0,0,0,0,0,1,0,0,0,0
13485,0,0,0,0,0,0,1,0,0,0,0
13487,0,0,0,1,0,0,0,0,0,0,0
13488,0,0,0,0,0,0,1,0,0,0,0
13489,1,1,0,0,1,0,0,0,0,1,0
13490,1,0,0,0,0,0,0,0,0,1,0
13493,1,1,0,1,1,0,1,1,1,0,0
13494,0,0,0,0,0,0,1,0,0,0,0
13495,0,0,0,0,0,0,1,1,0,0,0
13499,0,0,0,0,0,0,0,1,0,0,0
13501,0,0,1,0,0,0,0,0,0,0,1
13503,1,1,1,0,0,0,0,0,0,0,0
13504,0,0,0,1,0,0,0,0,0,0,0
13505,0,0,0,0,0,0,1,0,0,0,0
13507,0,0,0,0,0,0,1,0,0,0,0
13508,0,0,0,0,0,0,1,0,0,0,0
13509,0,0,0,0,0,0,1,1,0,0,0
13511,1,0,0,0,0,0,0,0,0,0,0
13512,0,0,0,0,0,0,1,0,0,0,0
13514,0,0,1,0,1,0,1,1,0,0,0
13515,0,0,0,0,0,0,1,0,0,0,0
13517,0,0,0,0,0,0,1,0,0,0,0
13518,1,0,0,0,0,0,0,0,0,0,0
13520,0,0,0,0,0,0,1,1,0,1,0
13521,0,0,0,0,0,0,1,0,0,0,0
13522,0,0,0,0,0,0,0,0,0,1,0
13524,0,0,0,0,0,0,1,0,0,0,0
13529,0,0,1,0,0,0,1,1,0,0,0
13531,0,0,0,0,0,0,1,0,0,0,0
13536,0,0,0,0,0,0,0,0,1,0,0
13537,0,0,0,0,0,0,0,0,0,0,0
13539,0,0,0,0,0,0,1,0,0,0,0
13540,0,0,0,0,0,0,1,0,0,0,0
13541,0,0,0,0,0,0,1,0,0,1,0
13542,0,0,0,0,0,1,0,0,0,0,0
13545,0,0,0,0,0,0,1,0,0,1,1
13546,1,0,0,0,1,0,0,0,0,0,1
13547,0,0,0,0,0,0,1,0,0,0,0
13548,0,0,0,0,0,0,0,0,0,0,0
13551,0,0,0,0,0,0,1,0,0,0,0
13552,0,0,0,0,0,0,1,0,0,0,1
13553,0,0,0,0,0,0,1,0,0,0,0
13554,0,0,0,0,0,0,1,0,0,0,0
13555,1,1,1,0,0,0,0,0,0,1,0
13556,0,0,0,0,0,0,1,1,0,0,0
13557,0,0,1,0,0,0,0,0,0,0,0
13558,0,0,0,0,0,0,1,1,0,0,0
13559,0,0,0,0,0,0,1,0,0,0,0
13560,0,0,0,0,0,0,1,1,0,0,0
13563,0,0,0,0,1,0,0,0,1,1,1
13564,0,0,1,0,1,1,1,1,0,0,0
13565,1,0,0,0,1,0,0,0,0,1,1
13566,0,0,0,0,0,0,0,0,0,1,0
13568,0,0,0,0,0,0,1,1,0,0,0
13569,0,0,0,0,0,0,0,0,0,1,0
13571,0,0,0,0,0,0,0,0,0,0,0
13572,0,0,0,0,0,0,1,0,0,0,0
13573,0,0,0,0,0,1,0,0,0,0,0
13574,0,0,0,0,0,0,0,0,0,1,0
13575,0,0,0,0,0,0,0,0,0,0,1
13576,0,0,0,0,0,0,1,0,0,0,0
13577,0,0,0,0,1,0,0,0,0,0,0
13578,0,0,0,0,0,0,1,1,0,0,0
13579,0,0,0,0,0,0,0,0,0,1,0
13580,0,0,0,0,1,0,0,0,0,0,0
13581,0,0,0,0,0,0,0,0,0,0,0
13583,0,0,0,0,0,0,1,0,0,1,0
13584,0,0,0,0,0,1,0,0,0,0,0
13585,0,0,0,0,1,0,0,0,0,0,0
13586,0,0,0,0,0,0,0,1,0,0,0
13587,0,0,0,0,0,0,0,0,0,0,0
13588,0,0,1,0,0,0,0,0,0,0,0
13589,0,1,0,0,1,0,1,0,0,1,1
13590,1,0,0,0,0,0,0,0,0,0,0
13591,0,0,0,0,0,0,1,0,0,0,0
13592,0,0,0,0,0,0,0,1,0,0,0
13594,0,0,0,0,0,0,1,0,0,0,0
13595,0,0,0,0,0,0,0,0,0,1,1
13598,0,0,0,0,0,0,1,0,0,0,0
13599,0,0,0,0,0,0,0,0,0,1,0
13600,0,0,0,0,0,0,0,0,0,1,0
13601,1,0,1,0,0,0,0,0,0,0,0
13602,0,0,0,0,0,0,1,1,0,0,0
13603,0,0,0,0,0,0,1,0,0,0,0
13605,0,0,0,0,0,0,0,0,0,0,0
13606,0,0,0,0,0,0,1,0,0,0,0
13607,0,0,0,0,0,0,0,0,0,1,1
13609,0,0,0,0,0,0,1,0,0,0,0
13610,0,0,1,0,0,0,0,0,0,0,0
13611,0,0,0,0,1,0,0,0,0,0,0
13612,0,0,0,0,0,0,0,0,0,1,1
13613,1,1,0,0,0,0,0,0,0,0,0
13614,0,0,0,0,1,0,1,1,0,0,0
13617,1,0,1,0,0,1,1,0,0,0,0
13618,0,0,0,0,0,0,0,1,0,0,0
13619,0,0,0,0,0,0,1,0,0,0,0
13620,1,1,0,1,1,0,0,0,1,1,1
13622,1,0,0,0,1,0,0,0,0,1,0
13623,1,0,0,0,0,0,0,0,0,0,0
13625,0,0,0,0,0,0,0,0,0,0,0
13626,1,1,0,0,1,0,1,0,0,0,0
13629,1,0,1,0,0,0,0,0,0,0,0
13630,0,0,1,0,0,0,0,0,0,1,1
13631,0,0,0,1,0,0,0,0,0,0,0
13632,0,0,0,0,0,0,0,1,0,0,0
13633,0,0,0,0,0,0,0,0,0,0,0
13634,0,0,0,0,0,0,0,0,0,1,0
13635,1,0,0,0,1,1,1,1,1,0,0
13637,1,0,0,1,1,0,0,0,0,0,0
13638,0,0,0,0,1,0,1,1,0,0,0
13640,0,0,0,0,1,0,0,0,0,1,0
13642,0,0,0,0,0,0,0,0,0,0,0
13646,0,1,0,0,0,0,0,0,0,1,0
13647,1,1,0,1,1,0,0,0,0,0,0
13648,0,0,0,0,0,0,1,0,0,0,0
13649,0,0,0,0,0,0,1,0,0,0,0
13652,0,0,0,0,0,0,1,0,0,0,0
13653,1,0,0,0,0,0,0,0,0,0,0
13655,0,0,0,0,0,0,1,0,0,0,0
13656,0,0,1,0,0,0,0,0,0,0,0
13657,0,0,0,0,1,0,0,0,0,0,0
13658,0,0,0,1,1,0,1,1,0,0,0
13660,0,0,0,0,0,0,0,0,0,0,0
13661,0,0,0,0,0,0,1,0,0,1,0
13662,0,0,0,0,0,0,0,0,0,0,0
13663,0,0,1,0,0,0,1,0,0,0,0
13664,1,0,0,0,1,0,1,0,0,0,0
13665,0,0,0,0,0,0,0,0,0,0,0
13666,1,1,0,1,1,1,1,0,0,0,0
13670,0,0,1,0,0,0,0,0,0,1,0
13671,0,0,0,0,0,0,1,1,0,0,1
13673,0,0,0,0,0,0,0,0,0,1,0
13674,0,0,0,0,0,0,0,0,0,0,0
13675,1,0,0,0,0,0,0,0,0,0,0
13676,0,0,0,0,0,0,1,0,0,0,0
13677,0,0,0,0,0,0,1,0,0,0,0
13678,1,0,0,0,0,0,1,1,0,0,0
13680,0,0,0,0,0,0,0,0,0,1,0
13681,0,0,1,0,0,0,0,0,0,0,0
13682,0,0,0,0,0,0,0,0,0,1,1
13684,0,1,0,0,0,0,0,0,0,1,0
13685,0,0,0,0,1,0,0,0,0,1,1
13686,0,0,1,1,0,1,0,0,0,0,0
13688,0,0,0,0,0,0,1,0,0,0,0
13689,0,0,0,0,0,0,1,0,0,0,0
13690,0,0,0,1,0,0,0,0,0,1,1
13693,0,0,0,0,0,0,0,0,0,0,0
13694,0,0,0,0,0,0,1,1,0,0,0
13697,1,1,0,1,1,0,0,0,0,1,0
13698,0,0,0,0,1,1,0,0,0,1,1
13702,0,0,0,0,0,0,0,0,0,0,0
13703,1,0,0,0,0,0,1,0,0,0,0
13704,0,1,1,0,1,0,0,0,0,0,0
13707,0,0,0,0,0,0,1,0,0,0,0
13708,0,0,0,0,0,1,0,1,0,1,0
13709,0,0,0,0,0,0,1,0,0,0,0
13710,0,0,0,0,1,0,0,0,0,1,1
13711,0,0,0,0,1,0,1,0,0,0,0
13713,1,0,0,0,0,0,0,0,0,0,0
13714,1,0,0,0,1,0,1,0,0,1,0
13715,0,0,0,0,0,0,1,0,0,0,0
13716,1,0,0,1,0,0,0,0,0,0,0
13717,0,0,1,0,0,0,0,0,0,0,1
13718,0,1,0,0,1,0,0,0,0,0,0
13727,0,0,0,0,0,0,1,0,0,0,0
13728,0,0,0,0,0,0,0,0,0,0,0
13729,0,0,0,0,0,0,1,0,0,0,0
13731,0,0,0,0,0,0,1,0,0,0,0
13733,0,0,0,0,0,0,0,0,0,1,0
13734,0,0,0,0,1,0,1,0,1,0,0
13735,0,0,0,0,0,0,1,1,0,0,0
13737,0,0,0,0,0,0,1,1,0,1,1
13738,0,0,1,0,0,0,0,0,0,0,0
13739,1,0,0,0,0,0,0,0,0,1,0
13740,1,0,0,0,0,1,1,1,0,0,0
13741,1,0,0,0,1,0,0,0,0,1,0
13742,1,0,0,0,0,0,0,0,0,0,0
13743,0,0,0,0,1,0,1,0,0,0,0
13744,0,0,0,0,0,0,1,0,0,0,0
13745,0,0,0,0,1,0,0,0,0,0,0
13747,0,0,0,0,0,0,1,0,0,0,0
13748,1,0,0,0,0,0,0,0,0,0,0
13749,1,0,0,0,1,0,1,1,0,0,0
13750,1,0,0,0,0,0,0,0,0,0,0
13752,0,0,0,0,0,0,0,0,0,0,0
13755,0,0,0,0,0,0,1,0,0,0,0
13756,0,0,0,0,1,0,1,1,1,0,0
13758,1,1,0,0,1,0,0,0,1,1,0
13761,1,0,0,0,1,0,0,0,0,0,0
13763,0,0,0,0,1,0,0,1,0,0,0
13764,0,0,1,0,0,0,0,0,0,1,1
13765,0,1,0,0,0,0,0,0,0,0,0
13766,1,0,1,0,0,0,0,0,0,0,0
13767,0,0,0,0,0,1,1,0,0,0,0
13769,0,0,0,0,0,0,1,1,0,0,0
13770,0,0,0,0,0,0,1,0,0,0,0
13771,0,0,0,0,0,0,0,0,0,0,0
13773,0,1,0,0,1,0,0,0,0,0,0
13774,0,1,0,0,1,0,0,0,0,0,0
13778,0,0,1,0,0,0,1,0,0,0,1
13779,0,0,0,0,0,0,1,0,0,0,0
13780,0,1,1,0,1,0,0,0,0,0,1
13781,0,0,0,0,0,0,1,0,0,0,0
13782,0,0,1,0,0,0,0,0,0,0,0
13783,0,0,1,0,0,0,0,0,0,0,1
13784,1,0,0,0,1,0,0,0,0,0,0
13785,0,0,0,0,0,0,1,0,0,1,0
13786,0,0,1,0,0,0,0,0,0,0,0
13789,0,0,0,0,0,0,1,0,0,0,0
13791,0,0,0,0,0,0,0,0,0,0,0
13792,0,1,1,0,0,0,1,0,0,0,0
13793,1,0,0,0,0,0,0,0,0,1,0
13797,0,0,0,0,0,0,1,0,0,0,0
13800,0,0,0,0,0,0,0,0,1,0,0
13801,0,1,0,0,0,0,0,1,0,0,0
13802,0,1,0,0,0,0,0,0,0,0,0
13803,0,0,1,0,0,0,0,0,0,0,0
13804,0,0,0,0,0,0,1,0,0,0,0
13805,1,0,0,0,1,1,1,0,0,0,0
13806,0,0,1,0,0,0,0,0,0,0,0
13807,0,1,0,0,0,0,0,0,0,0,0
13808,1,0,0,0,1,1,1,1,1,1,0
13809,1,0,0,0,0,0,0,0,0,0,0
13812,0,0,0,0,0,0,1,0,0,0,0
13813,0,0,0,0,0,0,1,0,0,0,0
13815,0,0,0,0,0,0,1,1,0,0,0
13816,0,0,0,0,0,0,0,0,0,1,0
13818,0,0,0,0,0,0,1,1,0,0,0
13819,0,0,0,0,0,0,1,0,0,0,0
13820,0,0,0,0,0,0,0,1,0,0,0
13822,0,0,0,0,1,0,0,0,0,0,0
13823,0,0,0,0,0,0,1,0,0,0,0
13824,0,0,0,0,0,0,1,1,0,0,0
13825,0,0,1,0,0,0,0,0,0,0,0
13826,0,0,1,0,0,0,0,0,0,1,0
13827,0,0,0,0,0,0,0,0,0,1,0
13829,1,0,0,0,0,0,0,0,0,0,0
13830,0,0,0,0,0,0,1,0,0,0,0
13831,1,1,0,0,1,0,0,0,0,0,0
13832,0,0,0,0,0,0,1,0,0,0,0
13833,0,0,0,0,0,0,1,0,0,0,0
13836,0,0,0,0,0,0,1,0,0,0,0
13837,0,1,0,0,1,0,1,0,0,0,0
13838,0,0,0,0,0,0,1,0,0,0,0
13840,0,1,0,0,0,0,0,0,0,0,0
13842,0,0,0,0,0,0,1,1,0,0,0
13845,0,0,0,0,0,0,0,0,0,0,0
13846,0,0,0,0,0,0,0,0,0,0,0
13847,0,0,1,0,1,0,0,0,0,0,0
13848,1,0,0,0,0,0,0,0,0,0,0
13849,0,0,0,0,0,0,1,0,0,0,0
13851,0,0,1,0,0,0,0,0,0,0,0
13852,0,0,0,0,0,0,1,1,0,0,0
13854,0,0,0,0,0,0,0,0,0,0,0
13855,0,0,0,0,0,0,0,0,0,1,0
13856,0,0,0,0,0,0,0,0,0,0,0
13860,0,0,0,0,0,0,1,0,0,0,0
13866,0,0,0,0,0,0,1,0,0,0,0
13867,0,1,0,0,0,0,0,0,0,0,0
13868,1,1,0,0,1,0,1,1,0,0,0
13869,0,0,0,0,0,0,1,0,0,0,0
13870,0,0,0,0,0,0,1,0,0,0,0
13871,0,0,0,0,0,0,1,0,0,0,0
13872,0,0,0,0,0,0,0,0,0,1,0
13873,0,0,0,0,0,0,1,0,0,0,0
13874,0,0,0,0,0,0,1,0,0,0,0
13875,0,0,0,0,0,0,1,0,0,0,0
13876,0,0,0,0,1,0,0,0,0,0,0
13879,0,1,0,0,0,0,0,0,0,0,0
13881,0,0,0,0,0,0,0,0,0,0,0
13882,0,0,0,0,0,0,0,1,0,0,0
13883,0,0,0,0,1,0,1,0,0,0,0
13884,1,1,1,0,1,0,1,0,0,1,0
13886,0,0,0,0,0,0,0,0,0,1,1
13887,0,0,0,0,0,0,0,0,0,0,0
13888,0,0,0,0,0,0,0,0,0,1,0
13889,0,0,0,0,0,0,1,0,0,0,0
13890,0,0,0,0,0,0,1,0,0,0,0
13891,0,0,0,0,0,0,0,0,0,1,0
13892,0,0,0,0,1,0,1,1,0,1,0
13893,0,0,0,0,0,0,1,1,0,1,0
13894,0,0,0,0,0,0,1,0,0,0,0
13896,0,0,0,0,1,0,1,1,0,0,0
13897,1,0,0,0,0,0,0,0,0,1,0
13898,0,0,0,0,0,0,0,0,1,0,0
13899,1,0,0,0,1,0,0,0,0,0,0
13900,0,0,0,0,0,0,0,0,0,0,0
13903,0,0,0,0,0,0,0,0,0,0,0
13904,0,1,0,0,0,0,0,0,0,0,0
13905,0,0,0,0,1,0,1,1,0,0,0
13907,0,0,0,0,0,0,0,1,0,0,1
13908,0,0,0,0,0,0,1,0,0,0,0
13909,0,0,0,0,0,0,1,0,0,0,0
13912,0,0,0,0,1,0,0,0,0,0,0
13913,0,0,1,0,0,0,0,0,0,0,0
13914,1,0,0,0,1,1,1,0,1,1,0
13915,1,1,0,0,0,0,0,0,0,0,0
13917,0,0,0,0,1,0,0,0,0,0,0
13918,0,0,1,0,1,0,0,0,0,0,0
13921,0,0,0,0,0,0,1,0,0,0,0
13922,0,1,0,0,0,0,0,0,0,0,0
13923,0,0,0,0,0,0,1,0,0,0,0
13924,0,0,0,0,0,0,0,0,0,0,0
13927,0,0,0,0,0,1,0,0,0,0,0
13928,0,0,0,0,0,0,1,0,0,0,0
13929,0,0,0,0,0,0,1,1,0,0,1
13930,0,0,0,0,0,0,0,0,0,1,0
13931,0,0,0,0,0,0,0,0,0,1,0
13932,0,0,0,0,0,1,0,0,0,0,1
13934,0,0,0,0,0,0,0,0,0,0,0
13936,0,0,0,0,0,0,1,0,0,0,0
13937,0,0,0,0,0,0,0,0,0,1,0
13938,0,0,0,0,0,0,0,0,1,1,0
13939,0,1,0,0,1,0,0,0,0,0,0
13940,0,0,0,0,0,0,1,0,0,0,0
13941,1,1,1,1,1,0,0,0,0,0,0
13942,0,0,0,0,0,0,0,0,0,0,0
13944,0,0,0,0,1,0,0,1,0,1,0
13945,0,0,0,0,0,0,1,1,0,0,0
13946,0,0,0,0,1,0,0,0,0,1,0
13947,0,1,0,1,0,0,0,0,0,0,0
13949,0,0,0,0,0,0,1,0,0,0,0
13951,0,0,0,0,1,1,0,0,0,0,0
13952,0,0,0,0,0,0,0,0,0,1,0
13955,0,0,0,0,0,0,1,0,0,0,0
13956,0,0,0,0,0,0,0,0,0,0,0
13958,0,0,0,0,0,0,1,0,0,0,0
13959,0,0,0,0,0,0,1,0,0,0,0
13960,0,0,0,0,0,0,1,0,0,0,0
13961,0,0,0,0,0,0,1,0,0,0,0
13962,0,0,0,0,0,1,0,0,0,0,0
13964,1,1,0,1,1,0,1,0,0,1,0
13965,0,0,0,0,0,1,0,0,0,1,0
13966,0,0,0,0,0,0,1,0,0,0,0
13967,0,0,0,0,0,0,1,0,0,0,0
13968,0,0,0,0,0,0,1,0,0,0,0
13969,0,1,0,0,1,0,1,0,0,0,0
13970,0,0,0,0,0,0,1,0,0,0,0
13971,0,0,0,0,0,0,1,0,0,0,0
13972,0,0,0,0,0,0,1,0,0,0,0
13973,0,0,0,0,0,0,0,0,0,0,0
13974,1,0,1,0,1,0,0,0,0,0,0
13977,0,0,0,0,0,0,1,0,0,0,0
13978,0,0,1,0,0,0,0,0,0,0,0
13979,1,1,0,0,0,0,0,0,0,0,0
13981,0,0,1,0,0,0,1,1,0,0,1
13982,0,0,0,0,0,0,1,1,0,0,0
13983,0,0,0,0,0,0,1,0,0,0,0
13985,0,0,0,0,0,0,0,0,0,1,0
13986,0,0,0,1,0,0,0,0,0,0,0
13989,0,0,0,0,0,0,0,1,0,0,0
13990,0,0,0,0,0,0,1,0,0,0,0
13991,0,0,0,0,0,0,0,0,0,1,0
13992,0,0,0,0,0,0,1,0,0,0,0
13994,0,0,0,0,0,0,1,1,0,1,0
13995,0,0,0,0,0,0,0,0,0,0,0
13997,0,0,0,0,0,0,1,0,0,0,0
13998,0,0,0,0,0,0,1,0,0,0,0
14000,0,0,0,0,0,0,1,0,0,0,0
14002,0,0,0,0,0,0,0,0,0,0,0
14003,0,0,0,0,0,0,1,0,0,0,0
14004,1,0,1,0,1,0,1,1,0,0,0
14005,0,0,0,0,0,0,1,0,0,0,0
14007,0,0,0,0,1,0,1,1,0,0,0
14008,0,0,0,0,0,0,1,0,0,0,0
14009,0,0,0,0,0,0,0,1,0,0,0
14012,1,0,0,0,0,0,0,0,0,0,0
14013,0,1,1,0,0,0,0,0,0,0,0
14014,0,0,0,0,0,0,1,0,0,0,0
14015,0,0,0,1,0,0,0,0,0,0,0
14016,0,0,0,0,0,0,0,0,0,0,0
14017,0,0,0,0,0,0,1,0,0,0,0
14018,0,1,0,0,0,0,0,0,0,1,0
14019,0,0,0,0,0,0,0,0,0,0,0
14020,0,0,0,0,0,0,1,0,0,0,0
14024,0,0,0,0,0,0,0,0,0,0,0
14027,0,0,0,0,0,0,1,1,0,1,0
14028,0,0,0,0,0,0,1,0,0,0,0
14031,0,0,0,0,0,0,1,1,0,0,0
14032,0,0,0,0,0,1,0,0,0,0,0
14033,0,0,0,0,1,0,0,0,0,0,0
14035,0,0,0,0,0,0,0,0,0,0,0
14036,0,1,0,0,0,0,0,0,0,0,0
14037,0,0,0,0,0,0,1,0,0,0,0
14038,0,0,0,0,0,0,0,1,0,0,0
14041,0,0,0,0,0,0,1,0,0,0,0
14042,0,0,0,0,0,0,0,0,0,1,1
14043,0,0,0,0,0,0,1,0,0,0,0
14044,0,0,0,0,1,0,0,1,1,0,1
14045,0,0,0,0,0,0,1,0,0,0,0
14046,0,0,0,0,0,1,1,1,0,0,0
14048,1,1,1,0,0,0,0,0,0,0,0
14049,0,0,0,0,1,0,0,1,0,0,0
14050,1,0,0,0,0,1,0,0,0,1,1
14054,0,1,1,0,0,0,1,0,0,1,0
14055,0,0,1,0,0,0,1,0,0,0,1
14058,1,0,0,0,1,0,1,1,0,1,1
14059,0,0,0,0,0,0,0,1,0,0,0
14060,0,0,0,0,0,0,1,0,0,0,0
14061,0,0,0,0,0,0,0,0,0,0,0
14063,1,1,0,1,0,0,0,0,0,0,0
14065,0,0,0,0,0,0,1,0,0,0,0
14067,0,0,0,0,0,0,1,0,0,0,0
14068,0,0,0,0,0,0,1,0,0,0,0
14069,0,0,0,0,0,0,1,0,0,0,0
14070,0,0,0,0,0,0,1,0,0,0,0
14071,0,0,0,0,0,0,1,0,0,0,0
14073,0,0,1,0,0,0,1,0,0,1,0
14074,0,0,0,0,0,0,0,0,0,1,0
14079,0,1,0,0,1,0,1,1,0,0,0
14080,0,0,0,1,0,0,0,0,0,1,0
14081,1,0,0,0,0,0,0,0,0,0,0
14082,0,0,0,0,0,0,1,0,0,0,0
14083,0,0,0,0,0,0,1,1,0,0,0
14084,0,1,0,0,1,0,0,0,0,0,1
14086,1,1,0,0,0,0,0,0,0,0,1
14087,1,0,0,0,0,0,0,0,0,1,0
14089,0,0,0,0,0,0,0,0,0,1,0
14092,0,0,0,0,0,0,1,0,0,0,0
14093,0,0,0,0,0,0,1,0,0,0,0
14094,0,0,0,0,0,0,0,1,0,0,0
14095,0,0,0,0,0,0,1,0,0,0,0
14096,0,0,0,0,0,0,0,0,0,1,0
14097,0,0,0,0,0,0,1,0,0,0,0
14098,1,1,0,0,0,0,0,0,0,0,0
14099,0,0,0,0,0,0,0,0,0,0,0
14101,0,0,0,0,1,0,0,0,0,0,0
14102,0,0,0,0,0,0,0,0,0,1,0
14103,0,0,0,0,0,0,1,1,0,0,0
14104,0,0,0,0,0,0,0,0,0,1,0
14105,0,0,0,0,0,0,1,0,0,0,0
14108,0,0,0,0,0,0,1,0,0,0,0
14109,0,0,0,0,0,0,1,0,0,0,0
14110,0,0,0,0,0,0,0,0,0,0,0
14111,0,0,0,0,0,0,1,0,0,0,0
14113,0,0,0,0,0,0,1,0,0,0,0
14116,0,0,0,0,0,0,0,0,0,0,0
14118,0,0,0,0,0,0,1,0,0,0,0
14119,0,0,0,0,0,0,1,0,0,0,0
14120,1,0,0,0,0,0,1,0,0,0,0
14122,0,1,0,0,1,0,1,1,0,1,1
14123,0,0,0,0,0,0,1,0,0,0,0
14124,0,0,0,0,0,0,0,0,0,0,0
14126,1,0,0,0,0,0,0,0,0,0,0
14127,1,1,0,0,0,0,0,0,0,0,0
14129,0,0,0,0,0,0,0,0,0,0,0
14130,0,0,0,0,0,0,1,0,0,0,0
14131,0,0,0,0,0,0,1,0,0,0,0
14132,0,0,0,0,0,0,1,0,0,0,0
14134,1,0,0,0,1,0,1,0,0,1,1
14136,0,0,0,0,1,0,1,0,1,1,0
14137,0,0,0,0,0,0,1,1,0,0,0
14138,0,0,0,0,0,0,1,0,0,0,0
14139,0,1,0,0,1,0,0,0,0,0,0
14140,0,0,0,0,0,0,1,0,0,0,0
14143,0,0,0,0,0,0,1,0,0,0,0
14144,0,0,0,0,0,0,1,0,0,0,0
14146,0,0,0,0,0,0,0,0,0,1,0
14149,0,0,0,0,0,0,0,0,0,1,0
14150,0,0,0,0,0,0,1,0,0,0,0
14151,0,0,0,0,0,0,0,0,0,1,0
14152,0,0,0,0,0,0,1,0,0,0,0
14153,0,0,0,0,0,0,1,0,0,0,0
14155,0,0,0,1,0,1,0,1,0,0,1
14156,0,0,0,0,0,0,0,0,0,1,0
14158,0,0,0,0,0,0,1,0,0,0,0
14159,0,0,0,0,0,0,1,0,0,0,0
14160,0,0,0,0,0,0,0,0,0,1,0
14161,1,0,0,0,0,0,0,0,0,0,0
14162,1,0,0,0,0,0,0,0,0,0,0
14163,1,0,0,0,1,0,1,1,0,0,0
14164,0,0,0,0,0,1,0,0,0,0,1
14165,1,0,0,0,0,0,0,0,0,1,0
14166,0,0,0,0,0,0,0,0,1,0,0
14167,0,0,1,0,0,0,1,0,0,0,0
14168,0,0,0,0,0,0,1,0,0,0,0
14172,0,0,0,0,0,0,0,0,0,1,0
14175,0,0,1,0,0,0,0,0,0,0,0
14176,0,0,0,0,1,0,1,0,0,0,0
14177,0,0,0,0,0,0,0,1,0,0,0
14179,0,0,0,0,0,0,1,0,0,0,0
14180,1,0,0,0,0,0,0,0,0,0,0
14182,0,0,0,0,0,0,1,0,0,0,0
14183,0,0,0,0,1,0,1,1,0,0,0
14184,0,0,0,0,0,0,0,0,1,0,0
14186,0,0,0,0,0,0,0,0,0,1,0
14188,0,0,0,0,0,0,1,0,0,0,0
14189,0,0,0,0,0,0,0,0,0,1,0
14191,0,0,0,0,0,0,1,0,0,0,0
14192,0,0,0,0,0,0,1,0,0,0,0
14194,0,0,0,0,0,0,0,0,0,0,0
14195,0,0,0,0,0,0,1,0,0,0,0
14196,0,1,0,0,0,0,0,0,0,0,0
14198,0,0,0,0,0,0,1,0,0,0,0
14199,1,0,0,0,0,0,1,1,0,0,0
14200,0,0,0,0,0,0,1,0,0,0,0
14201,1,1,0,0,1,0,1,1,0,0,0
14202,0,0,0,0,0,0,1,0,0,0,0
14203,0,0,0,0,0,0,1,0,0,0,0
14205,0,1,0,0,0,0,0,0,0,1,0
14206,0,0,0,0,0,0,1,0,0,0,0
14207,0,0,0,0,0,0,1,0,0,0,0
14208,1,0,0,0,1,0,0,0,1,0,0
14209,0,0,0,0,0,0,1,0,0,0,0
14210,0,0,0,0,0,0,1,0,0,0,0
14211,0,1,0,0,1,0,1,0,0,0,0
14212,0,1,0,0,0,0,1,0,0,0,0
14213,0,0,0,0,0,0,1,0,0,0,0
14214,0,0,1,1,0,0,0,0,0,0,0
14215,0,0,0,0,0,0,1,1,0,0,0
14216,0,0,0,0,0,0,0,0,0,0,0
14217,1,0,0,0,1,0,1,0,0,1,0
14219,0,0,0,0,0,0,1,0,0,0,0
14220,0,0,0,0,0,0,1,0,0,0,0
14221,0,1,0,0,0,0,0,0,0,0,0
14222,0,0,0,0,0,0,1,0,0,0,0
14223,1,0,0,0,0,0,0,0,0,0,0
14224,0,0,0,0,0,0,1,0,0,0,0
14226,0,0,0,0,0,0,1,0,0,0,0
14227,0,0,0,0,0,0,1,1,0,0,0
14229,0,0,0,0,0,0,1,0,0,0,0
14230,0,0,0,0,0,0,1,0,0,0,0
14231,0,0,0,0,0,0,1,0,0,0,0
14232,0,0,0,0,0,0,1,1,0,0,0
14234,1,0,0,0,0,0,0,0,0,0,0
14235,0,0,0,0,0,0,1,0,0,0,0
14236,0,1,0,0,0,0,0,0,0,1,0
14237,0,0,0,0,0,0,1,0,0,0,0
14238,0,0,0,1,0,0,1,0,0,0,0
14240,0,0,0,0,0,0,0,0,0,1,0
14241,0,0,0,1,0,0,0,0,0,0,0
14242,1,0,0,0,0,0,0,0,0,0,0
14243,0,0,0,0,0,0,0,0,0,1,0
14244,0,0,1,0,1,0,0,1,0,0,0
14247,0,0,0,0,0,0,1,0,0,0,0
14249,0,1,0,1,1,0,0,0,0,0,0
